Unnamed: 0,Unnamed: 1,名詞短語,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,動詞短語,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,介詞短語,Unnamed: 14,句子,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
E12013,我 幫 你 擦 藥藥 . ,,,,,,,,,,,,,,,,,1,,,
E12014,吃 藥藥 . ,,,,,,,,,,,,,,,,,,,,
E12015,我 要 幫 你 開刀 囉 ! ,,,,,,,,,,,,,,,,,1,,,
E12016,我 先 幫 你 打 麻藥 . ,,,,,,,,,,,,,,,,,1,,,
E12017,打 手手 . ,,,,,,,,,,,,,,,,,,,,
E12018,這 個 . ,,,,,,,,,,,,,,,,,,,,
E12019,藥藥 . ,,,,,,,,,,,,,,,,,,,,
E12020,他 生病 了 . ,,,,,,1,,,,,,,,,,,,,,
E12021,他 生 吃 兵兵病 . ,,,,,,,,,,,,,,,,,,,,
E12022,吃 藥藥 的 兵兵病 . ,,,,1,,,,,,,,,,,,,,,,
E12023,就是 那 個 . ,1,,,,,,,,,,,,,,,,,,,
E12024,沒有 啊 ! ,,,,,,,,,,,,,,,,,,,,
E12025,打 噴嚏 . ,,,,,,,,,,,,,,,,,,,,
E12026,來 乖 不要 動 咚 咚 咚 . ,,,,,,,,,,,,,,,,,,,,
E12027,不 會 . ,,,,,,,,,,,,,,,,,,,,
E12028,是 那 個 也 要 吃 藥藥 的 . ,1,,1,,,,,,,,,,,,,,,,,
E12029, 擦 藥藥 . ,,,,,,,,,,,,,,,,,,,,
E12030,不 痛 的 藥藥 涼涼 的 . ,,,1,1,,,,,,,,,,,,,,,,
E12031,他 又 哈啾 了 . ,,,,,,1,,,,,,,,,,,,,,
E12032,八十 . ,,,,,,,,,,,,,,,,,,,,
E12033,涼涼的 . ,,,1,,,,,,,,,,,,,,,,,
E12034,不 會 . ,,,,,,,,,,,,,,,,,,,,
E12035,我 輕輕 的 . ,,,1,,,,,,,,,,,,,,,,,
E12036,八十 . ,,,,,,,,,,,,,,,,,,,,
E12037,他 要 起來 了 . ,,,,,,1,,1,,,,,,,,,,,,
E12038,剪刀 . ,,,,,,,,,,,,,,,,,,,,
E12039,剪 小豬 的 鼻子 . ,,,,1,,,,,,,,,,,,,,,,
E12040,因為 他 暈倒 了 . ,,,,,,1,1,,,,,,,,,,,,,
E12041,不要 . ,,,,,,,,,,,,,,,,,,,,
E12042,我 要 切 你 耳朵 . ,,,,,,,,,,,,,,,,,,,,
E12043,生 八十病 . ,,,,,,,,,,,,,,,,,,,,
E12044,吃 藥藥 . ,,,,,,,,,,,,,,,,,,,,
E12045,他 嘴巴 流 血 了 . ,,,,,,1,,,,,,,,,,,,,,
E12046,因為 他 跑步 跌倒 了 . ,,,,,,1,1,,,,,,,,,,,,,
E12047,他 還沒 吃 藥藥 . ,,,,,,,,,,,,,,,,,,,,
E12048,才 沒有 . ,,,,,,,,,,,,,,,,,,,,
E12049,他 沒有 吧 . ,,,,,,,,,,,,,,,,,,,,
E12050,這 是 這 是 積木 玩具 . ,,,,,,,,,,,,,,,,,,,,
E12051,這 是 一 個 square . ,1,,,,,,,,,,,,,,,,,,,
E12052,是 那 個 一 個 rectangle . ,1,,,,,,,,,,,,,,,,,,,
E12053,是 london bridge is falling down . ,,,,,,,,,,,,,,,,,,,,
E12054,那 個 我 要 把 他 拼 起來 . ,1,,,,,,1,,,,,,,1,,,,,,
E12055,等 一下 我 要 把 他 拼 起來 啊 . ,,,,,,,1,,,,,,,1,,,,,,
E12056,不 是 . ,,,,,,,,,,,,,,,,,,,,
E12057,london bridge 掉 了 . ,,,,,,1,,,,,,,,,,,,,,
E12058,沒關係 再 試 一 次 . ,,,,,,,,,,,1,,,,,,,,,
E12059,拼 那 個 london bridge is falling. ,1,,,,,,,,,,,,,,,,,,,
E12060,square 跟 rectangle . ,,,,,,,,,,,,,,,,,,,,
E12061,嗯 要 一 個 人 . ,1,,,,,,,,,,,,,,,,,,,
E12062,會 還是 會 太 大 . ,,,,,,,,,,,,,,,,,,,,
E12063,現在 都 不行 放 . ,,,,,,,,,,,,,,,,,,,,
E12064,house . ,,,,,,,,,,,,,,,,,,,,
E12065,那 他 腳 他 的 第 五 腳腳 . ,,,,1,,,,,,,,,,,,,,,,
E12066,他 的 啊 . ,,,1,,,,,,,,,,,,,,,,,
E12067,嗯  可是 我 沒有 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E12068,沒 關係 啊 我 還 給 你 長長 的 . ,,,1,,,,,,,,,,,,,,,,,
E12069,好 那 他 進 得 去 嗎 ? ,,,,,,,,,,1,,,,,,,,,,
E12070,人 啊 . ,,,,,,,,,,,,,,,,,,,,
E12071,他 說 好 危險 喔 . ,,,,,,,,,,,,,,,,,,,,
E12072,不行 啦 他 小 baby 會 怕 . ,,,,,,,,,,,,,,,,,,,,
E12073,不行 . ,,,,,,,,,,,,,,,,,,,,
E12074,沒 關係 再 拼 起來 就 一 次 了 . ,,1,,,,,1,,,,,,,,,,,,,
E12075,在 這裡 森林 . ,,,,,1,,,,,,,,,,,,,,,
E12076,是 媽媽 . ,,,,,,,,,,,,,,,,,,,,
E12077,他 的 門 . ,,,,1,,,,,,,,,,,,,,,,
E12078,這裡 啊 . ,,,,,1,,,,,,,,,,,,,,,
E12079,那 個 色 是 他 的 媽媽 . ,1,,,1,,,,,,,,,,,,,,,,
E12080,沒有 爸爸 . ,,,,,,,,,,,,,,,,,,,,
E12081,爸爸 去 上班 了 . ,,,,,,1,,,,,,,,,,,,,,
E12082,這裡 啊 . ,,,,,1,,,,,,,,,,,,,,,
E12083,去 公園 玩 . ,,,,,,,,,,,,,,,,,1,,,
E12084,對 啊 . ,,,,,,,,,,,,,,,,,,,,
E12085,那 那 個 是 讓 車車 過 的 . ,1,,1,,,,,,,,,1,,,,,,,,
E12086,溜滑梯 . ,,,,,,,,,,,,,,,,,,,,
E12087,沒 關係 擦 藥 就 好 . ,,,,,,,,,,,,,,,,,,,1,
E12088,擦 好 了 baby 不要 摸 喔 . ,,,,,,1,,,,,,,,,,,,,,
E12089,他 要 住 床 睡覺 了 . ,,,,,,1,,,,,,,,,,,1,,,
E12090,他 床 在 這裡 . ,,,,,1,,,,,,,,,,,,,,,
E12091,他 的 被 在 這裡 . ,,,,1,1,,,,,,,,,,,,,,,
E12092,不要 啦 . ,,,,,,,,,,,,,,,,,,,,
E12093,他 的 腳 好 了 . ,,,,1,,1,,,,,,,,,,,,,,
E12094,那 個 姐姐 不 怕 喔 . ,1,,,,,,,,,,,,,,,,,,,
E12095,好 這 是 他 的 家 . ,,,,1,,,,,,,,,,,,,,,,
E12096,不行 . ,,,,,,,,,,,,,,,,,,,,
E12097,姐姐 要 躺 在 這裡 . ,,,,,1,,,,,,,,1,,,,,,,
E12098,他 是 讓 這 些 過 的 . ,,,1,,,,,,,,,,,,,,,,,
E12099,從 哪裡 打開 . ,,,,,1,,1,,,,,,,,,,,,,
E12100,拼圖 . ,,,,,,,,,,,,,,,,,,,,
E16001,這 個 打針 打 下去 . ,1,,,,,,,1,,,,,,,,,,,,
E16002,這 個 是 一 件 這 個 . ,1,1,,,,,,,,,,,,,,,,,,
E16003,量 體溫 . ,,,,,,,,,,,,,,,,,,,,
E16004,那裡 . ,,,,,1,,,,,,,,,,,,,,,
E16005,發燒 了 . ,,,,,,1,,,,,,,,,,,,,,
E16006,剪刀 . ,,,,,,,,,,,,,,,,,,,,
E16007,這 不 是 剪刀 . ,,,,,,,,,,,,,,,,,,,,
E16008,這 是 啊  ,,,,,,,,,,,,,,,,,,,,
E16009,剪 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E16010,這 個 沒有 剪 是 . ,1,,,,,,,,,,,,,,,,,,,
E16011,這 個 是 ok蹦 . ,1,,,,,,,,,,,,,,,,,,,
E16012,小鳥 . ,,,,,,,,,,,,,,,,,,,,
E16013,這 個 是 你 來 來 野餐  ,1,,,,,,,,,,,,,,,,,,,
E16014,這 不 知道 是 誰 的 ok蹦 . ,,,,1,,,,,,,,,,,,,,,,1
E16015,是 誰 的 ok蹦 . ,,,,1,,,,,,,,,,,,,,,,
E16016,這 是 誰 的 ok蹦 啊 ? ,,,,1,,,,,,,,,,,,,,,,
E16017,嗯 粉紅豬小妹 . ,,,,,,,,,,,,,,,,,,,,
E16018,粉紅豬小妹 ! ,,,,,,,,,,,,,,,,,,,,
E16019,豬小妹 粉紅豬 豬小妹 . ,,,,,,,,,,,,,,,,,,,,
E16020,小白兔 小白兔 小白兔 小白兔 . ,,,,,,,,,,,,,,,,,,,,
E16021,欸 小白兔 小白兔 . ,,,,,,,,,,,,,,,,,,,,
E16022,這 個 太 假 了. ,1,,,,,,,,,,,,,,,,,,,
E16023,這 個 是 什麼 ? ,1,,,,,,,,,,,,,,,,,,,
E16024,有 困難 打開 這 個 . ,1,,,,,,1,,,,,,,,,,1,,,
E16025,你 是 這 個 嗎 ? ,1,,,,,,,,,,,,,,,,,,,
E16026,是 什麼 ? ,,,,,,,,,,,,,,,,,,,,
E16027,那 是 藥 . ,,,,,,,,,,,,,,,,,,,,
E16028,我 可以 打開 第 二 箱 了 . ,,1,,,,1,1,,,,,,,,,,,,,
E16029,剪刀 欸 . ,,,,,,,,,,,,,,,,,,,,
E16030,這 個 剪刀 也 是  ,1,,,,,,,,,,,,,,,,,,,
E16031,我 要 剪 剛剛 那 個 憤怒鳥 的 . ,1,,,,,,,,,,,,,,,,,,,
E16032,我 剪 不 動 . ,,,,,,,,,,1,,,,,,,,,,
E16033,不 是 啦 . ,,,,,,,,,,,,,,,,,,,,
E16034,這 個 是 另外 一 個 . ,1,,,,,,,,,,,,,,,,,,,
E16035,這 擦 臉 的 . ,,,1,,,,,,,,,,,,,,,,,
E16036,這 是 用來 量 體溫 . ,,,,,,,,,,,,1,,,,,,,,
E16037,沒有 發燒 . ,,,,,,,,,,,,,,,,,,,,
E16038,喉嚨 痛 . ,,,,,,,,,,,,,,,,,,,,
E16039,不 是 啦 . ,,,,,,,,,,,,,,,,,,,,
E16040,不 是 . ,,,,,,,,,,,,,,,,,,,,
E16041,是 他 那 個 需要 一 個 的 . ,1,,,,,,,,,,,,,,,,,,,
E16042,這 不 是 剪 啦 . ,,,,,,,,,,,,,,,,,,,,
E16043,這 個 怎麼 紅 起來 了 ? ,1,,,,,1,1,,,,,,,,,,,,,
E16044,這 一 個 . ,1,,,,,,,,,,,,,,,,,,,
E16045,不 是  不 是 啦 . ,,,,,,,,,,,,,,,,,,,,
E16046,這 個 是 洗 頭 的 啦 . ,1,,,,,,,,,,,,,,,,,,,
E16047,這 個 是 洗 頭 的 啦 . ,1,,,,,,,,,,,,,,,,,,,
E16048,這 個 積木 是 什麼 ? ,1,,,,,,,,,,,,,,,,,,,
E16049,這 個 要 這樣 . ,1,,,,,,,,,,,,,,,,,,,
E16050,這 個 積木 很 難 玩 . ,1,,,,,,,,,,,,,,,,,,,
E16051,我 等 一下 可以 玩 第三 籃 嗎 ? ,,1,,,,,,,,,,,,,,,1,,,
E16052,上次 有 看過 . ,,,,,,1,,,,,,,,,,,,,,
E16053,這 個 在 上面 . ,1,,,,1,,,,,,,,,,,,,,,
E16054,這 是 火車 ! ,,,,,,,,,,,,,,,,,,,,
E16055,這 是 山洞 啊 . ,,,,,,,,,,,,,,,,,,,,
E16056,我 們 家 有 妖怪手錶 的 書 . ,,,,1,,,,,,,,,,,,1,,,,
E16057,我 還會 啊 的 然後 跌倒 . ,,,,,,,1,,,,,,,,,,,1,,
E16058,這 是 我 先 蓋 的 . ,,,1,,,,,,,,,,,,,,,,,
E16059,這 是 我 先 過 的 . ,,,1,,,,,,,,,,,,,,,,,
E16060,這 兩 個 我 要 過 啦 . ,1,,,,,,,,,,,,,,,,,,,
E16061,這 個 是 彎的 .  ,1,,,,,,,,,,,,,,,,,,,
E16062,剛剛 我 有 蓋 . ,,,,,,,,,,,,,,,,,,,,
E16063,這 是 你 先 蓋 的 ! ,,,1,,,,,,,,,,,,,,,,,
E16064,這 我 蓋 的 . ,,,,,,,,,,,,,,,,,,,,
E16065,你 看 我 這 個 很 厲害 . ,1,,,,,,,,,,,,,,,,,,,
E16066,五 根 .,,,,,,,,,,,,,,,,,,,,
E16067,你 的 是 矮 的 . ,,,1,,,,,,,,,,,,,,,,,
E16068,是 高 的 . ,,,1,,,,,,,,,,,,,,,,,
E16069,這 是 一 棟 房子 . ,,1,,,,,,,,,,,,,,,,,,
E16070,這 是 一 棟 房子 . ,,1,,,,,,,,,,,,,,,,,,
E16071,我 們 再 重新 蓋 一 個 啦 ! ,1,,,,,,,,,,,1,,,,,1,,,
E16072,我 要 有 穩 的 . ,,,1,,,,,,,,,,,,,,,,,
E16073,有 穩 的 . ,,,,,,,,,,,,,,,,,,,,
E16074,高 一點 . ,,,,,,,,,,,1,,,,,,,,,
E16075,高 一點 . ,,,,,,,,,,,1,,,,,,,,,
E16076,這 個 是 我 們 剛剛 蓋 的 . ,1,,1,,,,,,,,,,,,,,,,,
E16077,我 要 用  寬 的 啦 . ,,,1,,,,,,,,,,,,,,,,,
E16078,你 看 我 的 嘛 ! ,,,1,,,,,,,,,,,,,,,,,
E16079,看 我 的 比較 彎 的 ! ,,,1,,,,,,,,,,,,,,,,,
E16080,才 不 會 跌倒 啊 . ,,,,,,,,,,,,,,,,,,,,
E16081,這 個 是 火車 ! ,1,,,,,,,,,,,,,,,,,,,
E16082,這 個 是  ,1,,,,,,,,,,,,,,,,,,,
E16083,這 個 小 車 這 個  ,1,,,,,,,,,,,,,,,,,,,
E16084,為什麼 高 的 屋子 為什麼 你 給 我  ,,,,1,,,,,,,,,,,,,,,,
E16085,啊 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E16086,從 上面 飛 過去 . ,,,,,1,,,1,,,,1,,,,,,,,
E16087,還有 這裡 . ,,,,,1,,,,,,,,,,,,,,,
E16088,有 三 輛 . ,,1,,,,,,,,,,,,,,,,,,
E16089,最後 一 個 就是 拼圖 欸 . ,1,,,,,,,,,,,,,,,,,,,
E16090,這 個 是 什麼 ? ,1,,,,,,,,,,,,,,,,,,,
E16091,那 個 不 像 球球 一樣 亂 丟 . ,1,,,,,,,,,,,,,,,,,,,
E16092,喬喬 是 玩具 . ,,,,,,,,,,,,,,,,,,,,
E16093,球球 . ,,,,,,,,,,,,,,,,,,,,
E16094,因為 他 不 是 球球 . ,,,,,,,,,,,,,,,,,,,,
E16095,這 個 ,1,,,,,,,,,,,,,,,,,,,
E16096,三角 . ,,,,,,,,,,,,,,,,,,,,
E16097,圓形 . ,,,,,,,,,,,,,,,,,,,,
E16098,那 不 是 球 . ,,,,,,,,,,,,,,,,,,,,
E16099,這 是 哪裡 的 ?  ,,,1,,1,,,,,,,,,,,,,,,
E16100,這裡 嗎 ? ,,,,,1,,,,,,,,,,,,,,,
E21001,這 是 怎麼 玩 的 ? ,,,1,,,,,,,,,,,,,,,,,
E21002,我  大象 . ,,,,,,,,,,,,,,,,,,,,
E21003,有 大象 ! ,,,,,,,,,,,,,,,,,,,,
E21004,不 會 . ,,,,,,,,,,,,,,,,,,,,
E21005,紅色 . ,,,,,,,,,,,,,,,,,,,,
E21006,紅色 ! ,,,,,,,,,,,,,,,,,,,,
E21007,用 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E21008,大象 . ,,,,,,,,,,,,,,,,,,,,
E21009,要 跌倒 囉 ! ,,,,,,,1,,,,,,,,,,,,,
E21010,再 一 次 吧 ! ,,,,,,,,,,,1,,,,,,,,,
E21011,這裡 ! ,,,,,1,,,,,,,,,,,,,,,
E21012,這個 膠囊 ! ,1,,,,,,,,,,,,,,,,,,,
E21013,這 個 ! ,1,,,,,,,,,,,,,,,,,,,
E21014,一起 . ,,,,,,,,,,,,,,,,,,,,
E21015,這 個 ! ,1,,,,,,,,,,,,,,,,,,,
E21016,哪裡 ? ,,,,,1,,,,,,,,,,,,,,,
E21017,盪鞦韆 ! ,,,,,,,,,,,,,,,,,,,,
E21018,我 要 把 他 呼倒 囉 . ,,,,,,,1,,,,,,,1,,,,,,
E21019,這樣 會 呼 得 倒 . ,,,,,,,,,,1,,,,,,,,,,
E21020,我 剛剛 是 大 野狼 . ,,,,,,,,,,,,,,,,,,,,
E21021,堅固 . ,,,,,,,,,,,,,,,,,,,,
E21022,結果 沒有 倒 . ,,,,,,,,,,,,,,,,,,,,
E21023,我 是 大 野狼 啦 ! ,,,,,,,,,,,,,,,,,,,,
E21024,再 重來 一 次 . ,,,,,,,,,,,1,,,,,,,,,
E21025,我 會 呼倒 . ,,,,,,,1,,,,,,,,,,,,,
E21026,我 是 大 野狼 啦 ! ,,,,,,,,,,,,,,,,,,,,
E21027,三 隻 小 豬 . ,,1,,,,,,,,,,,,,,,,,,
E21028,三 隻 小 豬 ! ,,1,,,,,,,,,,,,,,,,,,
E21029,因為 他 肚子 堅固 . ,,,,,,,,,,,,,,,,,,,,
E21030,堅固 . ,,,,,,,,,,,,,,,,,,,,
E21031,我 這 個 有 . ,1,,,,,,,,,,,,,,,,,,,
E21032,我 這 個 也 有 ! ,1,,,,,,,,,,,,,,,,,,,
E21033,我 這裡 也 有 哇 ! ,,,,,1,,,,,,,,,,,,,,,
E21034,我 這裡 還有 欸 . ,,,,,1,,,,,,,,,,,,,,,
E21035,這 給 你 啊 . ,,,,,,,,,,,,,,,,,,,,
E21036,欸 這裡 還有 ! ,,,,,1,,,,,,,,,,,,,,,
E21037,耶 我 把 他 吹倒 了 ! ,,,,,,1,1,,,,,,,1,,,,,,
E21038,再 做 一 個 . ,1,,,,,,,,,,,,,,,,,,,
E21039,我 呼 得 倒 ! ,,,,,,,,,,1,,,,,,,,,,
E21040,是 這 個 ! ,1,,,,,,,,,,,,,,,,,,,
E21041,這樣 倒 . ,,,,,,,,,,,,,,,,,,,,
E21042,我 要 弄 好 多 喔 . ,,,,,,,,,,,,,,,,,,,,
E21043,我 弄好 就 可以 蓋 起來 了 ! ,,,,,,,1,,,,,,,,,,,,1,
E21044,媽媽 ! ,,,,,,,,,,,,,,,,,,,,
E21045,要 蓋 起來 了 ! ,,,,,,,1,,,,,,,,,,,,,
E21046,誰 呢 ? ,,,,,,,,,,,,,,,,,,,,
E21047,看醫生 . ,,,,,,,,,,,,,,,,,,,,
E21048,打針 . ,,,,,,,,,,,,,,,,,,,,
E21049,我 用 剪刀 . ,,,,,,,,,,,,,,,,,,,,
E21050,夾 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E21051,我 幫 他 夾 這 個 . ,1,,,,,,,,,,,,,,,,1,,,
E21052,幫 他 弄 這 個 . ,1,,,,,,,,,,,,,,,,1,,,
E21053,我 用 剪刀 . ,,,,,,,,,,,,,,,,,,,,
E21054,這 個 ! ,1,,,,,,,,,,,,,,,,,,,
E21055,剪 剪 剪 . ,,,,,,,,,,,,,,,,,,,,
E21056,不要 . ,,,,,,,,,,,,,,,,,,,,
E21057,這 個 是 剪 頭髮 ! ,1,,,,,,,,,,,,,,,,,,,
E21058,不要 . ,,,,,,,,,,,,,,,,,,,,
E21059,我 幫 你 剪 頭髮 . ,,,,,,,,,,,,,,,,,1,,,
E21060,我 來 用 這 個 剪刀 幫 你 剪 . ,1,,,,,,,,,,,1,,,,,1,,,
E21061,這樣 ! ,,,,,,,,,,,,,,,,,,,,
E21062,我 要 剪 . ,,,,,,,,,,,,,,,,,,,,
E21063,剪 剪 剪 剪 剪 . ,,,,,,,,,,,,,,,,,,,,
E21064,我 幫 他 看醫生 . ,,,,,,,,,,,,,,,,,1,,,
E21065,幫 你 . ,,,,,,,,,,,,,,,,,,,,
E21066,欸 不要 啦 ! ,,,,,,,,,,,,,,,,,,,,
E21067,啊 不要 ! ,,,,,,,,,,,,,,,,,,,,
E21068,幫 他 打針 啦 . ,,,,,,,,,,,,,,,,,1,,,
E21069,我 沒有 生病 ! ,,,,,,,,,,,,,,,,,,,,
E21070,我 不要 ! ,,,,,,,,,,,,,,,,,,,,
E21071,我 沒有 受傷 . ,,,,,,,,,,,,,,,,,,,,
E21072,欸 我 要 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E21073,我 幫 你 啦 . ,,,,,,,,,,,,,,,,,,,,
E21074,我 幫 你 啊 . ,,,,,,,,,,,,,,,,,,,,
E21075,還有 弄 耳朵 . ,,,,,,,,,,,,,,,,,,,,
E21076,先 弄 這 . ,,,,,,,,,,,,,,,,,,,,
E21077,我 幫 你 打 屁股 . ,,,,,,,,,,,,,,,,,1,,,
E21078,我 幫 你 打 這 個 ! ,1,,,,,,,,,,,,,,,,1,,,
E21079,屁屁 . ,,,,,,,,,,,,,,,,,,,,
E21080,不 會 ! ,,,,,,,,,,,,,,,,,,,,
E21081,會 怕 . ,,,,,,,,,,,,,,,,,,,,
E21082,不要 . ,,,,,,,,,,,,,,,,,,,,
E21083,不要 玩 了 . ,,,,,,,,,,,,,,,,,,,,
E21084,收 起來 . ,,,,,,,1,,,,,,,,,,,,,
E21085,這 個 是 什麼 ? ,1,,,,,,,,,,,,,,,,,,,
E21086,長頸鹿 的 . ,,,1,,,,,,,,,,,,,,,,,
E21087,長頸鹿 . ,,,,,,,,,,,,,,,,,,,,
E21088,用 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E21089,這裡 嗎 ? ,,,,,1,,,,,,,,,,,,,,,
E21090,是 這裡 的 嗎 ? ,,,1,,1,,,,,,,,,,,,,,,
E21091,這 個 是 這樣 拼 . ,1,,,,,,,,,,,,,,,,,,,
E21092,這 個 錯 了 . ,1,,,,,1,,,,,,,,,,,,,,
E21093,轉 . ,,,,,,,,,,,,,,,,,,,,
E21094,這 個 . ,1,,,,,,,,,,,,,,,,,,,
E21095,這 個 啊 . ,1,,,,,,,,,,,,,,,,,,,
E21096,這 是 什麼 ? ,,,,,,,,,,,,,,,,,,,,
E21097,大象 ! ,,,,,,,,,,,,,,,,,,,,
E21098,真 的 啦 . ,,,1,,,,,,,,,,,,,,,,,
E21099,河馬 . ,,,,,,,,,,,,,,,,,,,,
E21100,這 是 大象 . ,,,,,,,,,,,,,,,,,,,,
E22001,有 小熊維尼 . ,,,,,,,,,,,,,,,,,,,,
E22002,小豬 . ,,,,,,,,,,,,,,,,,,,,
E22003,用 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E22004,刮刮 用 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E22005,吸 蒸氣 . ,,,,,,,,,,,,,,,,,,,,
E22006,我 我 要 做 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E22007,東西 . ,,,,,,,,,,,,,,,,,,,,
E22008,這 什麼 ? ,,,,1,,,,,,,,,,,,,,,,
E22009,吸 蒸氣 的 人 . ,,,,,,,,,,,,,,,,,,,,
E22010,是 我 在 幫 他 洗 耳朵 . ,,,,,,1,,,,,,,,,,,1,,,
E22011,要 剪 東西 . ,,,,,,,,,,,,,,,,,,,,
E22012,要 剪 那 個 . ,1,,,,,,,,,,,,,,,,,,,
E22013,把 那 個 藥 剪 開 . ,1,,,,,,1,,,,,,,1,,,,,,
E22014,把 那 個 袋 袋子 把 他 剪 開 . ,,,,,,,1,,,,,,,1,,,,,,
E22015,兩 個 . ,1,,,,,,,,,,,,,,,,,,,
E22016,我 想 幫 他 切 東西 啊 . ,,,,,,,,,,,,,,,,,1,,,
E22017,他 有 水果 . ,,,,,,,,,,,,,,,,,,,,
E22018,我 有 幫 他 準備 了 水果 . ,,,,,,1,,,,,,,,,,,1,,,
E22019,然後 弄 開 來 . ,,,,,,,1,,,,,,,,,,,,,
E22020,然後 我 再 把 把 他 那 個 皮 切 用 剪 的 . ,1,,1,,,,,,,,,,,1,,,,,,
E22021,把 那 個 皮 剪 掉 . ,,,,,,,1,,,,,,,1,,,,,,
E22022,嗯 蔬菜 水果 . ,,,,,,,,,,,,,,,,,,,,
E22023,嗯 葡萄 . ,,,,,,,,,,,,,,,,,,,,
E22024,還有 火龍果 . ,,,,,,,,,,,,,,,,,,,,
E22025,紅色 的 . ,,,1,,,,,,,,,,,,,,,,,
E22026,嗯 沒有 . ,,,,,,,,,,,,,,,,,,,,
E22027,嗯 黑色 的 . ,,,1,,,,,,,,,,,,,,,,,
E22028,好吃 . ,,,,,,,,,,,,,,,,,,,,
E22029,有 聲音 . ,,,,,,,,,,,,,,,,,,,,
E22030,有 聲音 欸 . ,,,,,,,,,,,,,,,,,,,,
E22031,他 他 打針 了 . ,,,,,,1,,,,,,,,,,,,,,
E22032,兩 顆 . ,,1,,,,,,,,,,,,,,,,,,
E22033,咦 我 有 把 他 有 倒 出來 . ,,,,,,,,1,,,,,,1,,,,,,
E22034,兩 顆 . ,,1,,,,,,,,,,,,,,,,,,
E22035,中餐 . ,,,,,,,,,,,,,,,,,,,,
E22036,吃飯 了 . ,,,,,,,,,,,,,,,,,,,,
E22037,小豬 還 沒 . ,,,,,,,,,,,,,,,,,,,,
E22038,對 吃飽 了 . ,,,,,,1,1,,,,,,,,,,,,,
E22039,聽 聽 . ,,,,,,,,,,,,,,,,,,,,
E22040,屁股 . ,,,,,,,,,,,,,,,,,,,,
E22041,耳朵 . ,,,,,,,,,,,,,,,,,,,,
E22042,沒有 . ,,,,,,,,,,,,,,,,,,,,
E22043,兩 度 . ,,,,,,,,,,,,,,,,,,,,
E22044,為什麼 ? ,,,,,,,,,,,,,,,,,,,,
E22045,剪刀 . ,,,,,,,,,,,,,,,,,,,,
E22046,剪 東西 . ,,,,,,,,,,,,,,,,,,,,
E22047,我 覺得 他 衣服 變 長 . ,,,,,,,,,,,,,,,,,,,,1
E22048,我 想 玩 . ,,,,,,,,,,,,,,,,,,,,
E22049,換 什麼 玩具 ? ,,,,,,,,,,,,,,,,,,,,
E22050,把 這 個 收 起來 . ,1,,,,,,,1,,,,,,1,,,,,,
E22051,明天 熊熊 回來 的 時候 我 發現 他 生病 . ,,,,,,,,1,,,,,,,,,,,,1
E22052,先 幫 我 打開 . ,,,,,,,1,,,,,,,,,,1,,,
E22053,船軌 . ,,,,,,,,,,,,,,,,,,,,
E22054,對 我 要 做 軌道 喔 ! ,,,,,,,,,,,,,,,,,,,,
E22055,可以 放 一 個 橋 吧 . ,1,,,,,,,,,,,,,,,,,,,
E22056,高 一點 的 橋 . ,,,,1,,,,,,,1,,,,,,,,,
E22057,還有 這 個 . ,1,,,,,,,,,,,,,,,,,,,
E22058,不 是 鐵 高鐵 是 墊高 的 軌道 . ,,,,1,,,,,,,,,,,,,,,,
E22059,所以 火車 這樣 就 可以 過去 . ,,,,,,,,1,,,,,,,,,,,1,
E22060,圓圈圈 的 是 上面 . ,,,1,,1,,,,,,,,,,,,,,,
E22061,然後 小 的 是 這裡 . ,,,1,,1,,,,,,,,,,,,,1,,
E22062,然後 接上 . ,,,,,,,1,,,,,,,,,,,,,
E22063,所以 這 班 是 軌道 . ,,1,,,,,,,,,,,,,,,,,,
E22064,我 要 做 房子 喔 . ,,,,,,,,,,,,,,,,,,,,
E22065,矮 的 是 房子 . ,,,1,,,,,,,,,,,,,,,,,
E22066,然後 需要 一 個 隧道 . ,1,,,,,,,,,,,,,,,,,,,
E22067,這樣 可以 嗎 ? ,,,,,,,,,,,,,,,,,,,,
E22068,這 跟 在 這 . ,,,,,,,,,,,,,,,,,,,,
E22069,還有 這 個 車展 . ,1,,,,,,,,,,,,,,,,,,,
E22070,隧道 進 站 . ,,,,,,,,,,,,,,,,,,,,
E22071,然後 還 要 再 一 個 . ,1,,,,,,,,,,,,,,,,,1,,
E22072,地下 就 基隆 . ,,,,,,,,,,,,,,,,,,,,
E22073,我 還 要 做 一 個 水管 . ,1,,,,,,,,,,,,,,,,,,,
